T,PH,R,DT,LV,AV,CU,FA,FB,PS
423341,34.25,0,79,1.77,79.53,-1769,0,0,211
423417,34.25,0,76,22.08,990,-1792,0,0,211
423497,34.25,1,80,22.08,990,-1792,0,0,207
423576,34.25,0,79,1.77,79.53,-1792,0,0,205
423653,34.25,0,77,22.08,990,-1769,0,0,211
423732,34.25,1,79,22.08,990,-1798,0,0,212
423811,34.25,0,79,1.77,79.53,-1804,0,0,209
423887,34.25,0,76,22.08,990,-1810,0,0,209
423967,34.25,1,80,22.08,990,-1781,0,0,213
424046,34.65,0,79,1.77,79.53,-1810,0,0,209
424123,34.65,0,77,22.08,990,-1798,0,0,209
424202,34.65,1,79,22.08,990,-1786,0,0,207
424281,34.65,0,79,1.77,79.53,-1763,0,0,210
424358,34.65,0,76,22.08,990,-1792,0,0,204
424437,34.65,1,80,22.08,990,-1804,0,0,207
424516,34.65,0,79,1.77,79.53,-1763,0,0,205
424593,34.65,0,77,22.08,990,-1798,0,0,208
424672,34.65,0,79,1.77,79.53,-1804,0,0,208
424749,34.65,0,77,22.08,990,-1810,0,0,209
424828,34.65,0,79,22.08,990,-1781,0,0,208
424907,34.65,0,79,1.77,79.53,-1804,0,0,213
424984,34.65,0,77,22.08,990,-1804,0,0,209
425063,34.65,0,79,22.08,990,-1798,0,0,208
425142,34.65,0,79,1.77,79.53,-1769,0,0,211
425219,34.65,0,77,22.08,990,-1792,0,0,211
425298,34.65,0,79,22.08,990,-1792,0,0,206
425377,34.65,0,79,1.77,79.53,-1792,0,0,205
425454,34.65,0,77,22.08,990,-1775,0,0,210
425533,34.65,0,79,22.08,990,-1804,0,0,211
425612,34.65,0,79,1.77,79.53,-1810,0,0,208
425690,35.04,0,77,22.08,990,-1786,0,0,208
425768,35.04,0,79,22.08,990,-1781,0,0,212
425847,35.04,0,79,1.77,79.53,-1810,0,0,209
425924,35.04,0,77,22.08,990,-1798,0,0,208
426003,35.04,0,79,22.08,990,-1769,0,0,207
426082,35.04,0,79,1.77,79.53,-1763,0,0,210
426160,35.04,0,78,22.08,990,-1792,0,0,206
426238,35.04,0,78,22.08,990,-1786,0,0,206
426317,35.04,0,79,1.77,79.53,-1763,0,0,205
426394,35.04,0,77,22.08,990,-1798,0,0,210
426473,35.04,1,79,22.08,990,-1804,0,0,207
426552,35.04,0,79,1.77,79.53,-1804,0,0,209
426630,35.04,0,78,22.08,990,-1781,0,0,209
426708,35.04,1,78,22.08,990,-1810,0,0,213
426787,35.04,0,79,1.77,79.53,-1810,0,0,209
426864,35.04,0,77,22.08,990,-1804,0,0,208
426943,35.04,1,79,22.08,990,-1769,0,0,211
427023,35.04,0,80,1.75,78.54,-1798,0,0,211
427100,35.04,0,77,22.08,990,-1792,0,0,204
427179,35.04,1,78,22.08,990,-1804,0,0,206
427257,35.04,0,79,1.77,79.53,-1769,0,0,209
427334,35.43,0,77,22.08,990,-1804,0,0,208
427413,35.43,0,79,1.77,79.53,-1804,0,0,208
427491,35.43,0,78,22.08,990,-1781,0,0,209
427570,35.43,0,79,22.08,990,-1775,0,0,212
427649,35.43,0,79,1.77,79.53,-1810,0,0,209
427725,35.43,0,76,22.08,990,-1798,0,0,209
427804,35.43,0,79,22.08,990,-1769,0,0,207
427883,35.43,0,79,1.77,79.53,-1763,0,0,210
427961,35.43,0,78,22.08,990,-1792,0,0,207
428040,35.43,0,79,22.08,990,-1786,0,0,206
428119,35.43,0,79,1.77,79.53,-1763,0,0,205
428195,35.43,0,76,22.08,990,-1798,0,0,211
428274,35.43,0,79,22.08,990,-1798,0,0,207
428354,35.43,0,80,1.75,78.54,-1804,0,0,209
428431,35.43,0,77,22.08,990,-1781,0,0,213
428510,35.43,1,79,22.08,990,-1810,0,0,214
428589,35.43,0,79,1.77,79.53,-1810,0,0,209
428665,35.43,0,76,22.08,990,-1804,0,0,209
428744,35.43,1,79,22.08,990,-1763,0,0,212
428824,35.43,0,80,1.75,78.54,-1792,0,0,211
428901,35.43,0,77,22.08,990,-1792,0,0,207
428980,35.83,1,79,22.08,990,-1798,0,0,206
429059,35.83,0,79,1.77,79.53,-1763,0,0,209
429135,35.83,0,76,22.08,990,-1798,0,0,203
429214,35.83,0,79,1.77,79.53,-1798,0,0,208
429292,35.83,0,78,22.08,990,-1781,0,0,208
429371,35.83,0,79,22.08,990,-1775,0,0,213
429450,35.83,0,79,1.77,79.53,-1810,0,0,209
429527,35.83,0,77,22.08,990,-1798,0,0,209
429605,35.83,0,78,22.08,990,-1769,0,0,208
429685,35.83,0,80,1.75,78.54,-1763,0,0,210
429762,35.83,0,77,22.08,990,-1792,0,0,206
429841,35.83,0,79,22.08,990,-1786,0,0,206
429920,35.83,0,79,1.77,79.53,-1763,0,0,207
429997,35.83,0,77,22.08,990,-1798,0,0,211
430075,35.83,1,78,22.08,990,-1798,0,0,207
430155,35.83,0,80,1.75,78.54,-1804,0,0,209
430232,35.83,0,77,22.08,990,-1781,0,0,212
430311,35.83,1,79,22.08,990,-1810,0,0,214
430390,35.83,0,79,1.77,79.53,-1810,0,0,209
430467,35.83,0,77,22.08,990,-1804,0,0,207
430545,35.83,1,78,22.08,990,-1781,0,0,213
430625,36.22,0,80,1.75,78.54,-1792,0,0,210
430702,36.22,0,77,22.08,990,-1792,0,0,206
430781,36.22,0,79,1.77,79.53,-1786,0,0,205
430858,36.22,0,77,22.08,990,-1769,0,0,210
430937,36.22,0,79,22.08,990,-1798,0,0,207
431016,36.22,0,79,1.77,79.53,-1798,0,0,208
431093,36.22,0,77,22.08,990,-1781,0,0,208
431172,36.22,0,79,22.08,990,-1781,0,0,212
431251,36.22,0,79,1.77,79.53,-1810,0,0,209
431328,36.22,0,77,22.08,990,-1798,0,0,209
431407,36.22,0,79,22.08,990,-1769,0,0,208
431486,36.22,0,79,1.77,79.53,-1763,0,0,210
431563,36.22,0,77,22.08,990,-1792,0,0,207
431642,36.22,1,79,22.08,990,-1786,0,0,206
431721,36.22,0,79,1.77,79.53,-1757,0,0,209
431798,36.22,0,77,22.08,990,-1798,0,0,208
431877,36.22,0,79,1.77,79.53,-1804,0,0,208
431954,36.22,0,77,22.08,990,-1810,0,0,208
432033,36.22,0,79,22.08,990,-1781,0,0,213
432112,36.22,0,79,1.77,79.53,-1810,0,0,214
432189,36.22,0,77,22.08,990,-1810,0,0,209
432268,36.61,0,79,22.08,990,-1775,0,0,208
432348,36.61,0,80,1.75,78.54,-1763,0,0,211
432424,36.61,0,76,22.08,990,-1792,0,0,206
432503,36.61,0,79,22.08,990,-1792,0,0,207
432582,36.61,0,79,1.77,79.53,-1757,0,0,205
432659,36.61,0,77,22.08,990,-1763,0,0,209
432738,36.61,1,79,22.08,990,-1798,0,0,206
432818,36.61,0,80,1.75,78.54,-1798,0,0,208
432894,36.61,0,76,22.08,990,-1781,0,0,205
432973,36.61,1,79,22.08,990,-1792,0,0,213
433052,36.61,0,79,1.77,79.53,-1810,0,0,209
433129,36.61,0,77,22.08,990,-1804,0,0,209
433208,36.61,0,79,1.77,79.53,-1769,0,0,211
433286,36.61,0,78,22.08,990,-1792,0,0,211
433364,36.61,0,78,22.08,990,-1792,0,0,207
433443,36.61,0,79,1.77,79.53,-1786,0,0,206
433520,36.61,0,77,22.08,990,-1769,0,0,210
433599,36.61,0,79,22.08,990,-1798,0,0,211
433679,36.61,0,80,1.75,78.54,-1804,0,0,208
433756,36.61,0,77,22.08,990,-1810,0,0,208
433835,36.61,1,78,22.08,990,-1781,0,0,213
433913,37.01,0,79,1.77,79.53,-1810,0,0,214
433990,37.01,0,77,22.08,990,-1810,0,0,207
434069,37.01,1,79,22.08,990,-1786,0,0,209
434149,37.01,0,80,1.75,78.54,-1763,0,0,211
434226,37.01,0,77,22.08,990,-1792,0,0,206
434305,37.01,0,79,1.77,79.53,-1786,0,0,206
434381,37.01,0,76,22.08,990,-1769,0,0,205
434460,37.01,0,79,22.08,990,-1763,0,0,210
434539,37.01,0,79,1.77,79.53,-1792,0,0,208
434617,37.01,0,78,22.08,990,-1804,0,0,208
434696,37.01,1,79,22.08,990,-1775,0,0,208
434775,37.01,0,79,1.77,79.53,-1775,0,0,213
434851,37.01,0,76,22.08,990,-1804,0,0,209
434930,37.01,1,79,22.08,990,-1816,0,0,209
435010,37.01,0,80,1.75,78.54,-1769,0,0,211
435087,37.01,0,77,22.08,990,-1792,0,0,211
435166,37.01,0,79,1.77,79.53,-1792,0,0,207
435243,37.01,0,76,22.08,990,-1792,0,0,206
435321,37.01,0,79,22.08,990,-1769,0,0,209
435400,37.01,0,79,1.77,79.53,-1792,0,0,211
435478,37.01,0,78,22.08,990,-1810,0,0,208
435557,37.4,0,79,22.08,990,-1781,0,0,208
435636,37.4,0,79,1.77,79.53,-1775,0,0,212
435713,37.4,0,77,22.08,990,-1804,0,0,209
435791,37.4,1,78,22.08,990,-1804,0,0,209
435870,37.4,0,79,1.77,79.53,-1769,0,0,207
435948,37.4,0,78,22.08,990,-1763,0,0,210
436027,37.4,0,79,1.77,79.53,-1786,0,0,206
436104,37.4,0,77,22.08,990,-1792,0,0,206
436183,37.4,0,79,22.08,990,-1763,0,0,205
436261,37.4,0,78,1.8,80.55,-1763,0,0,210
436339,37.4,0,77,22.08,990,-1804,0,0,208
436418,37.4,0,80,22.08,990,-1804,0,0,208
436497,37.4,0,79,1.77,79.53,-1775,0,0,213
436574,37.4,0,77,22.08,990,-1810,0,0,214
436653,37.4,1,79,22.08,990,-1804,0,0,209
436731,37.4,0,78,1.8,80.55,-1798,0,0,208
436809,37.4,0,78,22.08,990,-1769,0,0,211
436888,37.4,0,79,1.77,79.53,-1792,0,0,211
436965,37.4,0,77,22.08,990,-1792,0,0,207
437044,37.4,0,79,22.08,990,-1792,0,0,206
437123,37.4,0,79,1.77,79.53,-1763,0,0,210
437199,37.8,0,76,22.08,990,-1804,0,0,211
437279,37.8,0,80,22.08,990,-1804,0,0,208
437358,37.8,0,79,1.77,79.53,-1781,0,0,208
437435,37.8,0,77,22.08,990,-1781,0,0,213
437514,37.8,1,79,22.08,990,-1816,0,0,209
437593,37.8,0,79,1.77,79.53,-1804,0,0,209
437670,37.8,0,76,22.08,990,-1769,0,0,207
437749,37.8,0,80,1.75,78.54,-1757,0,0,211
437826,37.8,0,77,22.08,990,-1786,0,0,206
437905,37.8,0,79,22.08,990,-1786,0,0,207
437984,37.8,0,79,1.77,79.53,-1763,0,0,205
438061,37.8,0,77,22.08,990,-1798,0,0,211
438140,37.8,1,79,22.08,990,-1804,0,0,208
438219,37.8,0,79,1.77,79.53,-1804,0,0,208
438296,37.8,0,77,22.08,990,-1781,0,0,210
438375,37.8,0,79,1.77,79.53,-1804,0,0,213
438452,37.8,0,77,22.08,990,-1804,0,0,209
438531,37.8,0,79,22.08,990,-1792,0,0,209
438610,37.8,0,79,1.77,79.53,-1763,0,0,210
438687,37.8,0,77,22.08,990,-1792,0,0,211
438766,37.8,0,79,22.08,990,-1792,0,0,206
438845,38.19,0,79,1.77,79.53,-1786,0,0,205
438922,38.19,0,77,22.08,990,-1769,0,0,210
439002,38.19,1,79,22.08,990,-1804,0,0,207
439080,38.19,0,79,1.77,79.53,-1804,0,0,208
439157,38.19,0,77,22.08,990,-1781,0,0,208
439236,38.19,0,79,1.77,79.53,-1781,0,0,213
439313,38.19,0,77,22.08,990,-1804,0,0,209
439392,38.19,0,79,22.08,990,-1798,0,0,208
439472,38.19,0,80,1.75,78.54,-1769,0,0,206
439548,38.19,0,76,22.08,990,-1786,0,0,210
439627,38.19,1,79,22.08,990,-1792,0,0,207
439706,38.19,0,79,1.77,79.53,-1792,0,0,205
439783,38.19,0,77,22.08,990,-1775,0,0,209
439862,38.19,0,79,1.77,79.53,-1804,0,0,212
439940,38.19,0,78,22.08,990,-1810,0,0,208
440018,38.19,0,78,22.08,990,-1810,0,0,208
440097,38.19,0,79,1.77,79.53,-1786,0,0,213
440174,38.19,0,77,22.08,990,-1804,0,0,213
440253,38.19,1,79,22.08,990,-1804,0,0,209
440333,38.19,0,79,1.77,79.53,-1798,0,0,207
440410,38.19,0,78,22.08,990,-1763,0,0,207
440488,38.58,1,78,22.08,990,-1804,0,0,211
440567,38.58,0,79,1.77,79.53,-1792,0,0,206
440644,38.58,0,77,22.08,990,-1775,0,0,205
440723,38.58,0,79,1.77,79.53,-1769,0,0,211
440801,38.58,0,78,22.08,990,-1804,0,0,209
440880,38.58,0,79,22.08,990,-1810,0,0,208
440958,38.58,0,78,1.8,80.55,-1781,0,0,209
441035,38.58,0,77,22.08,990,-1775,0,0,213
441114,38.58,1,79,22.08,990,-1816,0,0,209
441193,38.58,0,79,1.77,79.53,-1798,0,0,207
441271,38.58,0,78,22.08,990,-1763,0,0,207
441350,38.58,0,79,1.77,79.53,-1769,0,0,211
441426,38.58,0,76,22.08,990,-1798,0,0,206
441505,38.58,0,79,22.08,990,-1798,0,0,206
441584,38.58,0,79,1.77,79.53,-1775,0,0,211
441661,38.58,0,77,22.08,990,-1804,0,0,213
441741,38.58,1,80,22.08,990,-1827,0,0,209
441820,38.58,0,79,1.77,79.53,-1810,0,0,209
441896,38.58,0,76,22.08,990,-1781,0,0,213
441975,38.58,0,79,1.77,79.53,-1804,0,0,213
442052,38.58,0,77,22.08,990,-1804,0,0,207
442132,38.98,0,80,22.08,990,-1769,0,0,206
442211,38.98,0,79,1.77,79.53,-1763,0,0,209
442288,38.98,0,77,22.08,990,-1792,0,0,206
442366,38.98,1,78,22.08,990,-1798,0,0,206
442445,38.98,0,79,1.77,79.53,-1775,0,0,206
442522,38.98,0,77,22.08,990,-1775,0,0,211
442602,38.98,0,80,1.75,78.54,-1804,0,0,209
442679,38.98,0,77,22.08,990,-1810,0,0,209
442758,38.98,0,79,22.08,990,-1781,0,0,208
442836,38.98,0,78,1.8,80.55,-1775,0,0,212
442913,38.98,0,77,22.08,990,-1798,0,0,208
442992,38.98,1,79,22.08,990,-1810,0,0,207
443072,38.98,0,80,1.75,78.54,-1769,0,0,210
443149,38.98,0,77,22.08,990,-1792,0,0,211
443228,38.98,0,79,1.77,79.53,-1798,0,0,206
443304,38.98,0,76,22.08,990,-1804,0,0,206
443383,38.98,0,79,22.08,990,-1775,0,0,211
443463,38.98,0,80,1.75,78.54,-1804,0,0,213
443540,38.98,0,77,22.08,990,-1816,0,0,207
443619,38.98,1,79,22.08,990,-1798,0,0,209
443698,38.98,0,79,1.77,79.53,-1781,0,0,213
443774,39.37,0,76,22.08,990,-1798,0,0,211
443853,39.37,0,79,1.77,79.53,-1792,0,0,206
443931,39.37,0,78,22.08,990,-1763,0,0,205
444010,39.37,1,79,22.08,990,-1757,0,0,210
444089,39.37,0,79,1.77,79.53,-1792,0,0,206
444166,39.37,0,77,22.08,990,-1798,0,0,203
444244,39.37,0,78,1.8,80.55,-1775,0,0,207
444321,39.37,0,77,22.08,990,-1781,0,0,213
444401,39.37,0,80,22.08,990,-1810,0,0,209
444480,39.37,0,79,1.77,79.53,-1810,0,0,209
444557,39.37,0,77,22.08,990,-1775,0,0,213
444636,39.37,1,79,22.08,990,-1798,0,0,213
444715,39.37,0,78,1.8,80.55,-1798,0,0,207
444792,39.37,0,77,22.08,990,-1792,0,0,206
444871,39.37,0,80,1.75,78.54,-1763,0,0,209
444948,39.37,0,77,22.08,990,-1798,0,0,210
445027,39.37,0,79,22.08,990,-1798,0,0,207
445106,39.37,0,79,1.77,79.53,-1804,0,0,207
445182,39.37,0,76,22.08,990,-1781,0,0,212
445262,39.37,1,80,22.08,990,-1810,0,0,213
445341,39.37,0,79,1.77,79.53,-1816,0,0,209
445418,39.76,0,77,22.08,990,-1781,0,0,208
445497,39.76,0,79,1.77,79.53,-1769,0,0,211
445574,39.76,0,77,22.08,990,-1798,0,0,207
445652,39.76,0,78,22.08,990,-1786,0,0,206
445732,39.76,0,80,1.75,78.54,-1763,0,0,205
445809,39.76,0,77,22.08,990,-1763,0,0,207
445888,39.76,0,79,1.77,79.53,-1798,0,0,206
445965,39.76,0,77,22.08,990,-1804,0,0,207
446044,39.76,0,79,22.08,990,-1775,0,0,208
446124,39.76,0,78,1.8,80.55,-1781,0,0,213
446200,39.76,0,78,22.08,990,-1810,0,0,209
446279,39.76,1,79,22.08,990,-1804,0,0,209
446358,39.76,0,79,1.77,79.53,-1775,0,0,211
446435,39.76,0,77,22.08,990,-1798,0,0,211
446514,39.76,0,79,1.77,79.53,-1798,0,0,207
446592,39.76,0,77,22.08,990,-1786,0,0,205
446670,39.76,0,79,22.08,990,-1763,0,0,209
446749,39.76,0,79,1.77,79.53,-1798,0,0,211
446826,39.76,0,77,22.08,990,-1804,0,0,204
446905,39.76,1,79,22.08,990,-1792,0,0,207
446984,39.76,0,79,1.77,79.53,-1775,0,0,213
447062,40.16,0,77,22.08,990,-1810,0,0,209
447140,40.16,0,79,1.77,79.53,-1810,0,0,209
447217,40.16,0,77,22.08,990,-1775,0,0,208
447296,40.16,1,79,22.08,990,-1769,0,0,211
447375,40.16,0,79,1.77,79.53,-1792,0,0,207
447452,40.16,0,77,22.08,990,-1792,0,0,206
447532,40.16,0,80,1.75,78.54,-1763,0,0,209
447608,40.16,0,76,22.08,990,-1804,0,0,210
447687,40.16,0,79,22.08,990,-1804,0,0,207
447766,40.16,0,79,1.77,79.53,-1804,0,0,208
447843,40.16,0,77,22.08,990,-1781,0,0,209
447923,40.16,0,80,1.75,78.54,-1816,0,0,213
448000,40.16,0,76,22.08,990,-1810,0,0,209
448078,40.16,0,79,22.08,990,-1804,0,0,208
448157,40.16,0,79,1.77,79.53,-1769,0,0,211
448234,40.16,0,77,22.08,990,-1792,0,0,211
448313,40.16,1,79,22.08,990,-1792,0,0,207
448393,40.16,0,80,1.75,78.54,-1786,0,0,205
448470,40.16,0,76,22.08,990,-1769,0,0,209
448548,40.16,0,79,1.77,79.53,-1804,0,0,207
448625,40.16,0,77,22.08,990,-1810,0,0,208
448704,40.55,1,79,22.08,990,-1781,0,0,207
448783,40.55,0,79,1.77,79.53,-1781,0,0,213
448861,40.55,0,78,22.08,990,-1804,0,0,209
448940,40.55,0,79,1.77,79.53,-1804,0,0,208
449016,40.55,0,76,22.08,990,-1769,0,0,206
449095,40.55,0,79,22.08,990,-1763,0,0,211
449174,40.55,0,79,1.77,79.53,-1786,0,0,206
449252,40.55,0,77,22.08,990,-1792,0,0,206
449331,40.55,1,80,22.08,990,-1786,0,0,210
449410,40.55,0,79,1.77,79.53,-1798,0,0,211
449486,40.55,0,76,22.08,990,-1810,0,0,208
449565,40.55,0,79,1.77,79.53,-1810,0,0,209
449642,40.55,0,77,22.08,990,-1781,0,0,212
449722,40.55,1,80,22.08,990,-1810,0,0,213
449801,40.55,0,79,1.77,79.53,-1810,0,0,208
449878,40.55,0,76,22.08,990,-1775,0,0,206
449956,40.55,0,79,1.77,79.53,-1769,0,0,209
450033,40.55,0,77,22.08,990,-1792,0,0,210
450112,40.55,1,79,22.08,990,-1798,0,0,206
450192,40.55,0,80,1.75,78.54,-1775,0,0,205
450269,40.55,0,77,22.08,990,-1775,0,0,209
450348,40.94,0,79,1.77,79.53,-1804,0,0,208
450424,40.94,0,76,22.08,990,-1810,0,0,208
450503,40.94,0,79,22.08,990,-1786,0,0,208
450583,40.94,0,79,1.77,79.53,-1781,0,0,213
450660,40.94,0,78,22.08,990,-1804,0,0,206
450739,40.94,0,79,1.77,79.53,-1798,0,0,207
450816,40.94,0,76,22.08,990,-1763,0,0,210
450894,40.94,0,79,22.08,990,-1792,0,0,210
450973,40.94,0,79,1.77,79.53,-1792,0,0,205
451051,40.94,0,78,22.08,990,-1798,0,0,205
451130,40.94,1,79,22.08,990,-1786,0,0,210
451209,40.94,0,79,1.77,79.53,-1804,0,0,212
451286,40.94,0,76,22.08,990,-1816,0,0,208
451364,40.94,0,79,1.77,79.53,-1816,0,0,209
451441,40.94,0,77,22.08,990,-1781,0,0,213
451521,40.94,1,80,22.08,990,-1804,0,0,213
451600,40.94,0,79,1.77,79.53,-1804,0,0,207
451677,40.94,0,77,22.08,990,-1769,0,0,205
451756,40.94,0,79,1.77,79.53,-1763,0,0,209
451832,40.94,0,76,22.08,990,-1798,0,0,205
451911,40.94,1,79,22.08,990,-1798,0,0,205
451991,41.34,0,80,1.75,78.54,-1775,0,0,206
452068,41.34,0,77,22.08,990,-1775,0,0,210
452147,41.34,0,79,1.77,79.53,-1810,0,0,209
452224,41.34,0,76,22.08,990,-1810,0,0,208
452302,41.34,0,79,22.08,990,-1781,0,0,212
452382,41.34,0,80,1.75,78.54,-1781,0,0,212
452459,41.34,0,77,22.08,990,-1798,0,0,207
452538,41.34,0,79,1.77,79.53,-1798,0,0,206
452615,41.34,0,77,22.08,990,-1763,0,0,209
452694,41.34,0,78,22.08,990,-1792,0,0,210
452772,41.34,0,79,1.77,79.53,-1798,0,0,205
452850,41.34,0,78,22.08,990,-1781,0,0,202
452929,41.34,0,79,1.77,79.53,-1775,0,0,211
453006,41.34,0,77,22.08,990,-1810,0,0,213
453085,41.34,0,79,22.08,990,-1816,0,0,209
453164,41.34,0,79,1.77,79.53,-1781,0,0,209
453240,41.34,0,76,22.08,990,-1769,0,0,209
453320,41.34,1,80,22.08,990,-1798,0,0,208
453399,41.34,0,79,1.77,79.53,-1792,0,0,207
453476,41.34,0,77,22.08,990,-1763,0,0,205
453555,41.34,0,79,1.77,79.53,-1757,0,0,209
453632,41.73,0,76,22.08,990,-1798,0,0,206
453711,41.73,1,79,22.08,990,-1816,0,0,207
453790,41.73,0,80,1.75,78.54,-1775,0,0,211
453867,41.73,0,77,22.08,990,-1810,0,0,213
453946,41.73,0,79,1.77,79.53,-1816,0,0,209
454023,41.73,0,77,22.08,990,-1804,0,0,209
454102,41.73,1,78,22.08,990,-1786,0,0,212
454181,41.73,0,80,1.75,78.54,-1804,0,0,211
454258,41.73,0,77,22.08,990,-1798,0,0,206
454337,41.73,0,79,1.77,79.53,-1792,0,0,205
454414,41.73,0,77,22.08,990,-1769,0,0,209
454493,41.73,1,79,22.08,990,-1816,0,0,211
454572,41.73,0,79,1.77,79.53,-1804,0,0,207
454649,41.73,0,77,22.08,990,-1781,0,0,207
454728,41.73,0,79,1.77,79.53,-1781,0,0,213
454805,41.73,0,77,22.08,990,-1810,0,0,209
454884,41.73,1,79,22.08,990,-1816,0,0,209
454963,41.73,0,79,1.77,79.53,-1781,0,0,207
455040,41.73,0,76,22.08,990,-1769,0,0,211
455119,41.73,0,80,1.75,78.54,-1792,0,0,207
455196,41.73,0,77,22.08,990,-1792,0,0,206
455275,42.13,1,79,22.08,990,-1763,0,0,205
455354,42.13,0,79,1.77,79.53,-1763,0,0,209
455431,42.13,0,77,22.08,990,-1804,0,0,207
455511,42.13,0,80,1.75,78.54,-1804,0,0,208
455587,42.13,0,76,22.08,990,-1781,0,0,212
455666,42.13,1,79,22.08,990,-1816,0,0,213
455745,42.13,0,79,1.77,79.53,-1810,0,0,209
455822,42.13,0,77,22.08,990,-1804,0,0,208
455901,42.13,0,79,1.77,79.53,-1769,0,0,211
455979,42.13,0,77,22.08,990,-1792,0,0,211
456057,42.13,1,79,22.08,990,-1810,0,0,207
456136,42.13,0,79,1.77,79.53,-1763,0,0,205
456213,42.13,0,77,22.08,990,-1769,0,0,209
456292,42.13,0,79,1.77,79.53,-1798,0,0,207
456369,42.13,0,77,22.08,990,-1804,0,0,208
456449,42.13,1,80,22.08,990,-1798,0,0,208
456527,42.13,0,78,1.8,80.55,-1781,0,0,213
456604,42.13,0,77,22.08,990,-1804,0,0,209
456683,42.13,0,79,1.77,79.53,-1798,0,0,208
456760,42.13,0,77,22.08,990,-1769,0,0,206
456840,42.13,1,79,22.08,990,-1781,0,0,210
456919,42.52,0,80,1.75,78.54,-1792,0,0,206
456995,42.52,0,76,22.08,990,-1792,0,0,205
457074,42.52,0,79,1.77,79.53,-1769,0,0,209
457151,42.52,0,77,22.08,990,-1804,0,0,209
457230,42.52,1,79,22.08,990,-1827,0,0,207
457310,42.52,0,80,1.75,78.54,-1810,0,0,208
457387,42.52,0,76,22.08,990,-1786,0,0,213
457465,42.52,0,79,1.77,79.53,-1810,0,0,213
457542,42.52,0,77,22.08,990,-1804,0,0,205
457621,42.52,0,79,1.77,79.53,-1769,0,0,206
457698,42.52,0,77,22.08,990,-1763,0,0,210
457778,42.52,0,80,22.08,990,-1792,0,0,211
457857,42.52,0,79,1.77,79.53,-1792,0,0,206
457933,42.52,0,76,22.08,990,-1775,0,0,205
458012,42.52,0,79,1.77,79.53,-1769,0,0,211
458089,42.52,0,77,22.08,990,-1810,0,0,209
458168,42.52,0,79,22.08,990,-1810,0,0,208
458248,42.52,0,80,1.75,78.54,-1786,0,0,210
458324,42.52,0,76,22.08,990,-1781,0,0,212
458403,42.52,0,79,1.77,79.53,-1798,0,0,207
458480,42.52,0,77,22.08,990,-1798,0,0,206
458559,42.91,1,79,22.08,990,-1769,0,0,209
458639,42.91,0,80,1.75,78.54,-1769,0,0,210
458716,42.91,0,77,22.08,990,-1804,0,0,206
458795,42.91,0,78,1.8,80.55,-1804,0,0,206
458871,42.91,0,77,22.08,990,-1781,0,0,211
458950,42.91,1,79,22.08,990,-1810,0,0,212
459029,42.91,0,79,1.77,79.53,-1810,0,0,208
459107,42.91,0,78,22.08,990,-1786,0,0,208
459186,42.91,0,79,1.77,79.53,-1775,0,0,213
459262,42.91,0,76,22.08,990,-1804,0,0,212
459341,42.91,1,79,22.08,990,-1804,0,0,207
459420,42.91,0,79,1.77,79.53,-1769,0,0,205
459497,42.91,0,77,22.08,990,-1763,0,0,209
459577,42.91,0,80,1.75,78.54,-1792,0,0,205
459654,42.91,0,77,22.08,990,-1804,0,0,203
459732,42.91,1,78,22.08,990,-1792,0,0,205
459811,42.91,0,79,1.77,79.53,-1775,0,0,211
459888,42.91,0,77,22.08,990,-1816,0,0,208
459968,42.91,0,79,1.77,79.53,-1810,0,0,209
460045,42.91,0,78,22.08,990,-1781,0,0,211
460124,42.91,0,79,1.77,79.53,-1786,0,0,211
460200,43.31,0,76,22.08,990,-1804,0,0,206
460279,43.31,0,79,22.08,990,-1792,0,0,205
460358,43.31,0,79,1.77,79.53,-1763,0,0,209
460436,43.31,0,78,22.08,990,-1798,0,0,210
460515,43.31,0,79,1.77,79.53,-1804,0,0,207
460592,43.31,0,77,22.08,990,-1781,0,0,206
460670,43.31,1,78,22.08,990,-1775,0,0,211
460749,43.31,0,79,1.77,79.53,-1810,0,0,213
460826,43.31,0,77,22.08,990,-1816,0,0,209
460906,43.31,0,80,1.75,78.54,-1781,0,0,207
460983,43.31,0,77,22.08,990,-1769,0,0,211
461062,43.31,1,79,22.08,990,-1810,0,0,206
461140,43.31,0,78,1.8,80.55,-1792,0,0,205
461217,43.31,0,77,22.08,990,-1769,0,0,205
461296,43.31,0,79,1.77,79.53,-1763,0,0,208
461374,43.31,0,78,22.08,990,-1804,0,0,203
461453,43.31,0,79,1.77,79.53,-1804,0,0,207
461530,43.31,0,77,22.08,990,-1786,0,0,211
461608,43.31,0,78,22.08,990,-1810,0,0,213
461687,43.31,0,79,1.77,79.53,-1816,0,0,209
461765,43.31,0,77,22.08,990,-1804,0,0,208
461844,43.7,0,80,1.75,78.54,-1769,0,0,210
461921,43.7,0,77,22.08,990,-1798,0,0,211
462000,43.7,1,79,22.08,990,-1792,0,0,206
462078,43.7,0,78,1.8,80.55,-1781,0,0,205
462155,43.7,0,77,22.08,990,-1769,0,0,209
462235,43.7,0,80,1.75,78.54,-1798,0,0,211
462312,43.7,0,77,22.08,990,-1810,0,0,207
462391,43.7,1,79,22.08,990,-1798,0,0,208
462470,43.7,0,79,1.77,79.53,-1781,0,0,212
462546,43.7,0,76,22.08,990,-1810,0,0,208
462625,43.7,0,79,1.77,79.53,-1804,0,0,207
